"carros","motos","onibus","caminhoes","total_motorizados","mulheres_ciclistas","homens_ciclistas","total_ciclistas","mulheres_pedestres","homens_pedestres","total_pedestres","pedestres_com_cachorro","pedestres_sem_cachorro"
56265,25041,596,912,82814,209,2799,3008,5323,8748,14071,63,14008
